,REVIEW_COMMENT_MESSAGE,SENTIMENT
14470,produto entregue antes prazo perfeitas condi es,1
14471,s veio amea ado pouco cima n vou trocar n,1
14472,produto bem caro outras pel culas n podia ter detalhes aproveitamento pel cula tela n total claro tela curva lateral sobrou espa,1
14473,ameeeeeei produto inclusive chegou antes prazo confesso tomei susto vi tamanho pois site aparenta pouco maior qualquer forma timo amando,1
14474,fiz pedido acompanhando informado entrega produto aonde n ocorreu at momento,0
14475,entrega super r pida produto timo amei recomendo,1
14476,comprei 5 cortinas s entregaram 2,0
14477,r pido seguro produto bem embalado rastreado ... bom,1
14478,aguardo solu pois comprei kit 2 produtos cada 1000ml m recebi 300 ml cada,0
14479,esperar al m prazo prometido produto deixou descontente,0
14480,satisfeito entrega chegou bem antes prazo produto timo,1
14481,recebi e-mail informando `` imprevisto durante entrega pedido '' sendo n nenhum contato apenas e-mail autom ticos quero saber aconteceu entrega quero dinheiro volta,0
14482,recebi apenas varao n oi recebi cortina favor dizem receberei cortina aguardo,1
14483,encomenda n chegou j procurei correio n nada la rastreio so consta caminho data ainda dia 20/03 nao muda nada quero informa oes,0
14484,produto chegou bem embalado antes prazo satisfeita,1
14485,tentando entrar contato stark verificar troca pois veio defeito acabamento n obtive exito falar algum atendente representante e-commerce,1
14486,j bom comprar lannister agora t repessando,0
14487,sempre vou comprar algo procuro primeiro lannister pois nunca nenhum problema produto previsto entregue dia 19/12 chegou dia 05,1
14488,produto atendeu s expectativas chegou antes prazo,1
14489,quero devolver pois recebi algo n pedi,0
14490,produto chegou antes previsto boa qualidade,1
14491,recebi produtos diferentes anunciado pior 02 und compradas recebi somente 01 und n gostei pedi devolu dinheiro,0
14492,comprei 3 toners s recebi 2,0
14493,produto bacana filho gostou entrega r pida gostei bastante,1
14494,h tempo entrando contato lannister informas status produto desde dia 02/12 pediram aguardar previs 27/12 continuo produto,0
14495,adquiri duas unidades produto apenas chegou nao noticia outra,0
14496,meio greve caminhoneiros recebi produto prazo correto,1
14497,recebi produto perfeitamente at antes prazo esperado recomendo,1
14498,entrega antes prazo previsto excelente qualidade lindo ... amei,1
14499,produto entregue prazo m veio tampa quebrada produto vazando,0
14500,recebi prazo certo n produto pedi s n devolvi falta tempo primeira vez compro neste site vem produto errado bem vou ficar produto mt obriga,0
14501,at hoje recebido loja prometeu importante continuar mercado,1
14502,provavelmente evitarei comprar novamente pois demora entrega grande,0
14503,entregue at antes prazo amei parab ns recomendo sim certeza,1
14504,nao recebi produto satisfa sobre ocorrido mandei cinco solicita oes sobre poderia proceder nao obtive retorno produto ja pago nao chegou pessimo,0
14505,adorei k produto entregue antes prazo super jndico,1
14506,material totalmente ruim diferente foto quero saber fazer troca,0
14507,recebi apenas produtos nao sei motivo relogio led sport black nao entregue mesma embalagem ja codigo rastreio encomenda mesmos espero receber brev,1
14508,n recebi ainda produto aguardo retorno urgente,0
14509,produto n original qualidade ruim defeito fica oscilando carregamento,0
14510,horas liga outras n o. j imaginava pre inferior esperava pe menos usar pouco modo cont nuo ...,0
14511,chegou atraso devido greve caminhoneiros tudo certo produtos,1
14512,site bom produtos alto qualidade pre justo gostei bastante grato,1
14513,n aguento esperar produto falta comprometimento cliente,0
14514,n consigo nunca falar lojas lannister,0
14515,recebi bem antes prazo estipulado tudo perfeita ordem,1
14516,prometeu entregar at 24 ago hoje 26 ago n recebi,1
14517,oh produto veio faltando pessoa n consigo resolver,0
14518,produto boa qualidade chegou perfeito estado,1
14519,produto entregue prazo ainda n utilizei-o ent n sei bom,1
14520,mesa linda chegou prazo super satisfeito ficou excelente escrit rio,1
14521,comprei tapete marrom redondo recebi azul retangular produto boa qualidade m errado,0
14522,rel gio lindo apenas menor esperado veio tudo certinho caixa garantia etc comprei mega mix,1
14523,al m n chegar prazo n consigo rastrear .. s diz h dificuldades ntregra nada,0
14524,recebi produto `` equivalente '' solicitei devido grande tempo levam entregar compras vou estressar tentando trocar produto n recomendo comprem lannister.com,0
14525,acabamento fronhas n foto produto site deixou desejar,1
14526,p ssimo atendimento nao deram explica es 1 m s atraso nunca fa compras lannister,0
14527,tentando efetivar solicita troca site sempre aparece mensagem sistema indispon vel produto veio cor errada,0
14528,produto entregue antes prazo problemas recomendo,1
14529,produto n entregue quero estorno compra falar n nenhum n mero contato targaryen,0
14530,"puto d vida pois comprei creatina universal promo 200g+200g gr tis valor r 69,90 aumentei compra 2 itens chegaria 4 unidades chegou s 2",0
14531,previs entrega emu produto 23/03 hoje dia 29 nada cobrei resposta n recebi,0
14532,prazo entrega produto at dia 13/04 prazo n comprido vendedor,0
14533,produto chegou antes prazo veio conforme solicitado,1
14534,lannister possui parceiros s confian sendo assim n contem comigo,0
14535,comprei cadeira bra o. motivo caber baixo mesa entregaram bra,0
14536,produto entregue prazo qualidade boa bem acondicionado embalado,1
14537,adorei produto entregue bem antes data marcada,1
14538,n posso avaliar ainda pois n recebi produto,0
14539,s testarei produto ap s dia 07/09/2018,1
14540,produto entregue antes data prevista parab ns,1
14541,chegou r pido dentro prazo fivelas meio desbotadas,1
14542,j cobrado cart cr dito at momento n entregaram produtos agora,0
14543,produto menor q achei vale pena,1
14544,s tecido fino linda meninas amaram entrega antes prazo bom,0
14545,pel cula baseus 3d arc vidro temperado galaxy note 8 n enviaram iphone,0
14546,produto n correspondeu expectativa.e fr gil n recomendo ja veio estrgado,0
14547,informa es sites lannister s irreais dizem correios imprevisto resposta questionados dizem transportadora devem passar informa es corretas,0
14548,loja comprometida postou r pido respondeu todos questionamentos recomendo produto qualidade,1
14549,produto artesanal deveria ter feito nao foto site,1
14550,p ssimo produto s vendidos lojinhas 1.99 talvez satisfat rio ainda veio quebrado estando bem embalado d pra pensar j armazenado quebrado,0
14551,produto chegou antes data entrega veio exatamente esperava superou expectativas,1
14552,descontente sempre comprei voc s. antes n problema entrega desta vez al m n entregarem sei aconteceu n nenhuma informa rastreamento,0
14553,infelizmente produto veio defeito acessei site `` lannister '' informando quero devolver produto raz ter vindo defeito parece falo m quina,0
14554,entregou prazo chegou bem embalada pensei viesse nica caixa n duas achei frete caro tudo bem,1
14555,suporte poderia melhor ter marca parafusos est tica boa,1
14556,gostei compra veio caba esperava tudo ok,1
14557,todos compre lannister .. recomendo sim .. timo,1
14558,produto conforme esperado entregue prazo continuem assim,1
14559,fiquei satisfeita processo todo desde compra at entrega r pido,1
14560,comprei quase 1 m s ainda n recebi produto,0
14561,surpreendi rapidez entrega produto quatro dias j m al m disso produto veio bem embalado perfeito estado recomendo reparos dom sticos,1
14562,poderia melhorar prazo entrega pro esp rito santo ...,1
14563,recebi prazo m veio outro produto n comprado,0
14564,primeira compra deu tudo certo super indico,1
14565,recebi produto correto dentro pazo satisfeita compra mercadoria lojas lannister,1
14566,material boa qualidade resistente pedido chegou antes previs vel,1
14567,produto anunciado sendo original porem fraude produto pirata impressora n identifica cartucho n permite visualiza quantidade tinta,0
14568,gostei entreguei tempo correto produto correto,1
14569,problemas entrega vejo empenho todos stark resolver problema pedido breve poss vel entregue empenho nota 1000,1
14570,olha ate indicaria n colocado apenas pe sendo comprei 2 realmente espero algu m resolva problema pq t pagando 2 produtos usando apenas 1,1
14571,vieram pe incompat veis tamanho acabamento teto instala o. virar conseguir instalar,1
14572,produto demorou entregue site stark fez grande confus compra demorou chegada deste produto casa,0
14573,acabamento saia box feito laser abri saia colocar box caiu ch quarto todo excesso tecido corte laser deveriam ter retirado excesso tecido,1
14574,comprei duas esteiras apoio copo paguei duas unidades entregaram apenas at momento aguardo posicionamento grato h lder,0
14575,demora demais produto qualidade veio todo dobrado marcado n recomento,0
14576,n testei tesouras ainda ... parece boa,1
14577,nao recebi produto suporte cone recebi totalmente errado todo quebrado quero devolucao dinheiro,0
14578,informo-vos fura pe n coincide precisei fazer adapta colocar pe modo geral satisfeito,1
14579,aguardando dupla quadros pois so entregues cortinas apos receber altero avalia,0
14580,ainda n resposta sobre devolu valor pago esperando respostas sobre pedido n nenhum resposta vou colocar nota bem grande reclame aqui,0
14581,melhor compra q fiz produto melhor q anunciado gostei recomendo todos parabens,1
14582,nao veio junto encomenda manual montagem monta casa devesse cuidar n mexer porque desencaixa facilmente comprar cola madeira pra ficar firme,0
14583,at momento produto n entregue n recomendo ningu m comprar stark n adianta colocar culpa p ssimo servi correios vem prestando precisa ter outros transportes,0
14584,produto ter sido entregue dia 13.04.18 n entregaram n deram motivo.quero valor pago volta n consigo vou levar procon,0
14585,tima emoresa coerente servi entrega tamb m produtos,1
14586,parab ns loja online comprei procurando recebi produto antes data produto qualidade recomendo,1
14587,tela encosto veio furada cadeira parece fr gil pende lados senta nela,1
14588,lindo porem ainda nao instalei chego prazo bem embalado,1
14589,recebi produto bem antes prazo limite entrega produto atende especifica es apresentadas recomendo loja stark,1
14590,s sugest saiam favor log stica doa correios pois servi prestam lixo quanto loja nota 10 produto esperava,1
14591,produto demorou chegar vasilha colocar ra veio pouco amassada,0
14592,entrega rapida agora resta saber produto realmente diz,1
14593,bom recebi antes data super r pido,1
14594,sempre comprei stark entrega sempre r pida agora produto n entregue,0
14595,produto ainda nao chegou enviei email loja responderam,0
14596,comprei produto cor azul p/ dar presente receber vi produto veio cor vermelha diferente compra efetuada est nfiscal pois produto est informado c/ cor azul,0
14597,amei puff vai ficar perfeito penteadeira altura tima f cil montar bem espa oso mega confort vel parece tima qualidade recomendo loja targaryen,1
14598,cabo incompat vel prancha nano titanium,0
14599,produto entregue correto felizmente n apresentava defeitos al m facilmente montavel portanto considero sido pr tico recebe-lo casa,1
14600,entrega super r pida chegou bem antes esperado rel gio lindo s pequeno .. lindo,1
14601,produto chegou prazo veio bem embalado certinho especifica,1
14602,super indico produto chegou certo antes prazo,1
14603,entrega super r pida antes prazo produto conforme esperado,1
14604,capa grossa f cil dobrar guardar material bom conforme fotos,1
14605,pre bom m prazo entrega extenso,1
14606,chegou tudo antes prazo tudo certinho lacradinho .. adorei produtos,1
14607,chegaram balaclavas nao checou capa ps4,1
14608,timo produto chegou bem antes previsto,1
14609,recebi so caixa contendo pipoqueira outra ate agora nao chegou ... ja tentei fazer devolucao dessa q recebi ate agora nao obtive resposta,0
14610,descrito boa funcionalidade m cheiro estranho primeiros dias,1
14611,comprei dois controles demorou quase m s pra chegar veio s controle cad outro 68 reais controle comprei dois quero outro,0
14612,produtos lindos super hora chegaram menos 5 dias data compra previs quase 30 dias qualidade super boa super indico,1
14613,comprei shampoo revlon 1l chegou shampoo revlon 300ml sendo comprei paguei 1 l,0
14614,bem atendida super recomendo entregaram antes prazo conbinado tudo certinho,1
14615,excelente produto entrega feita antes prazo,1
14616,produto maravilhoso facil montar excelente estado lindo,1
14617,bom diameu pedido veio faltando 1 kit cabideiro mandando imail n responde fa v mandar est faltando reembolsar pois nota fiscal veio cobrando 2,0
14618,l stima lannister represente produto estelionato.passaros fizeram casa aparelho n funciona,0
14619,comprei 2 robozinho paguei veio so 1 robo 50 unidades comprei 2 robo pra vim 100 unidades veio so 1,0
14620,falta entrega ainda outro outro gancho s recebi,0
14621,tudo entregue certinho antes prazo ... recomendo,1
14622,ol boa tarde n veio boneca serie 2 sim serie 3,0
14623,tenso tinhas 10 lojas pra min escolher comprar pitei lannister loja conhecida entrega dia 22/01/2018 hoje j 24/01/2018 pois comprei dia 06/01/18,0
14624,cortina fica bonita escurece bastante ambiente ..,1
14625,recebi bem antes prazo produto chegou perfeito recomendo,1
14626,nico ponto desejar rela frete realizei pagamento frete m retirar posto correios,1
14627,produto devia entregue 27 dezembro at agora n entregaram,0
14628,produto maravilhoso entrega super r pida pinc is fofinhos boa qualidade,1
14629,n recomendo empresa ningu m pos n cumpri obriga chateado,0
14630,rel gio menor imaginava lindo ficou bom bra o. chegou prazo recomendo,1
14631,produto tima qualidade s buscar correios n pra resid ncia,1
14632,amei chegou prazo tudo certo obrigada,1
14633,produto chegou prazo todas pe m algumas vieram cerdas tortas ressecadas alguns pinc is s repetidos produto bom,1
14634,bom produto boa empresa entregou prazo combinado problemas compraria novamente,1
14635,fiz compra carrinho beb filho antecipadamente pensando chegaria tempo h bil encontro situa n consigo devolver dinheiro n consigo receber produto,0
14636,n telefone onde podemos falar sobre deu errado email n obtive resposta,0
14637,super recomendo compra loja chegou dentro prazo super bem embrulhado nenhum defeito amei,1
14638,data limite dia 09/08/18 desde 28/07/18 j produto.tudo certinho bem embalado bem identificado,1
14639,caixa vem explicando fazer utilizar garrafa fiz ch gua fervendo s 7h tomar s 13h ainda quase fervendo at umas 19h temperatura ainda bem quente,1
14640,sei n entregue prazo causa greve caminhoneiros.obrigada,1
14641,ainda aguardo posicionamento sobre produto pois encontra-se sob status `` aguardando nota fiscal '' desde dia 09/02 entrega prevista 23/02,1
14642,achei produto pequeno cama king at queen,1
14643,ol recebi pedido apenas maneira parcial comprei 2 unidades s chegou,1
14644,linda.entrega r pida ... parab ns,0
14645,recebi n gostei produto achei pouca qualidade quero devolver,0
14646,rel gio veio alguns leds queimados,1
14647,n comprem produto mal acabado veio acabamento furos p cadeira acabamento costas furos errados mal cortado alem fragilidade encosto n recomendo,0
14648,caixa veio produto poderia ter sido resistente caixa chegou praticamente acabada produto n chegou sofrer nenhum problema,1
14649,bom recebi produto at antes prazo mtuio obrigado,1
14650,n recebi mercadoria produto ja pago n recebi qualquer aviso sobre atraso at agora n sei receberei compra,0
14651,deu tudo certo negocia recebimento tudo ok so problemas entrega devido greve correios pneu tima qualidade superou expectativas recomendo,1
14652,boa noite produto veio defeito hora uso percebi bot es n rel gio soltou fr gil led am n acendendo n meros 7 8 acendem juntos,0
14653,prazo acabou n recebi encomenda ainda aguardando retorno loja descaso cliente jamais compraria novamente n recomendo ningu m,0
14654,produto bom melhorar resulta cabelo crian recomendo secar fom secador selar prancha,1
14655,comprei 3 frascos rem dio chegaram apenas 2 pouco caso quero restitui vou entrar justi,0
14656,poderia ter chegado pouco antes t tranquilo,1
14657,tima mercadoria chegou antes prazo recomendo,1
14658,produto bom bonito adequado custo aquisi,1
14659,recomendo site bem produto chegou antes prazo previsto bem embalado,1
14660,faz tempo produto comprado at agora n recebi,0
14661,gostei pontualidade mercadoria infelizmente produto nao entregue todo pedi 2 kits enviaram s fa pra receber restante,0
14662,comprei 3 recebi 2 nota fisal 3 ainda aguardo 3,0
14663,lannister sempre surpreendendo entregou semana antes prazo obrigada,1
14664,recebi apenas itens pedido segundo item `` jogo len ol buettner queen malha 200 cipestre marinho '' n entregue aguardando reposta loja,0
14665,comprei somente porque n pressa porque prazo entrega produtos est alto,1
14666,entrega super r pido bem satisfeito produto ..,1
14667,produto atendeu expectativas somente questiono demora entrega valeu pena,1
14668,produto entregue dentro prazo m veio faltando imediatamente entrei contato lannister disseram entrar em.contato vcs retornar at agora nada,0
14669,produto defeito ap s contato targaryen aguardando envio mensagem troca,0
14670,comprei produto n nenhum problema chegou antes prazo recomendo site obrigado,1
14671,nao recebi pendentes kit 2 enviei email questionando ainda nao obtive resposta,0
14672,quest recomenda particular pr pria cada pessoa n fa quest foro ntimo kotosun,1
14673,entrega r pida produto correto nada reclamar tudo ok,1
14674,produto excelente conforme descri prazo entrega perfeito,1
14675,mandei dois emails questionando pq recebi somente produto 3 adquiri aguardando retorno,1
14676,produto nao chegou precisava vou processar,0
14677,produto chegou bem r pido parab ns lannister agilidade,1
14678,bom entrega prazo prometido produto correto,1
14679,produtos vendidos entregues diretamente baratheon s sempre entregues antes prazo estimado pedido est sendo exce,1
14680,gostaria saber deixar vis vel hora leva apenas 5 segundos visor apertarmos bot o. fazer posso colocar 24 horas acertar hora adiantar atrasar,1
14681,produto recebido porem n gostei sabor testura,1
14682,recebi produto usado tentando trocar m xito,0
14683,foto n el stico borda veio el stico ja comprei fato n ter el stico prefiro n nenhuma abertura lateral,1
14684,empresa s ria entregou produto prazo super recomendo,1
14685,adorei ja anos atraz gastou antiaderente vai facilitar,1
14686,recebi m n original deveriam transparente pq site est constando pe original,0
14687,capa pel cula atenderam expectativa gostaria todos parceiros assim,1
14688,produto previsto chegar dia 10/11 at hj ainda n recebi nada ... precisando urgente,0
14689,deveriam ter op retirar loja caso consumidor assim desejasse custo frete grato,1
14690,pre bom produto entregue bem antes prazo,1
14691,gostei funciona bem entrega r pida,1
14692,fa obter reembolso j n recebi produto aguardo,0
14693,comprei 4 kits s recebi enquanto apenas 01 avalia `` produto n entregue '' penso deveriam inf compra q viria partes n td vez aguardo,1
14694,s achei pequeno q diz descri,1
14695,recebi produto antes prazo venho conforme descrito perfeito,1
14696,produto tima qualidade chegou antes prazo previsto,1
14697,recebi dentro embalagem lacrada somente produto comprei dois produtos liguei central disseram q iriam averiguar reclama o. sempre compro outros sites nunca ocorreu,0
14698,recebi produto dentro prazo m quebrado,0
14699,recomendo loja ainda n acertei instala o. i imagem est aparecendo cabe baixo vou mudar posi c mera ver resolve ainda n posso avaliar produto,1
14700,valeu cada real investido recomendo todos,1
14701,satisfeito compra nico detalhe produto poderia vir instru es portugu s tudo certo recomendo,1
14702,recebi parte pedido somente whey creatina n veio mandei email perguntando sobre ocorrido ano resposta,0
14703,s muitos enrolados fazer entrega produto at agora n recebi produto,0
14704,parte bordar veio toda deformada lugar q buracos estao enormes outros estao muitos fechado tdu desproporcional,0
14705,atendimento central horr vel ningu m atende telefone produto chego errado vou reclamar redes sociais n sei loja ainda funciona melhor fechar servi,0
14706,"comprei lente acuvue oasis 6,00 entregaram -6,00 miopia site 8,00 +6,00 positivo sinal negativo n comprado agora preciso devolver troca",0
14707,embora prazo entrega longo recebi produto bem antes previsto excelente,1
14708,n gostei imaginei cortina tecido bonita entanto nylon mal acabada fr gil,0
14709,solicito verificar pois at momento produto n entregue,0
14710,quatro tapetes vieram rasgados espero troquem,0
14711,amei tapete lindo ... inclusive quero comprar outro igual,1
14712,nao forneceram nota fiscal n recomendo,0
14713,relogio chegou plastico protege vidro relogio geral recomendo,1
14714,imagem mostra imagem camera borboleta ok cabo alimenta ok cabo video fio positivo vermelho ligado fio r aparelho dvd veio cabo simples serra copo n veio t,0
14715,encomenda chegou prazo entretanto veio marcas uso acess rios n correto j entrei contato imediatamente n respondido,0
14716,saiu tudo conforme combinado loja nota 10 .... pode compra medo,1
14717,produto porcaria pequeno algumas pe n fixa outra,0
14718,n recebi produto buscar correios chegar l n havia produto apenas envelope nota fiscal aguardando solu o. saiam n vale pena,0
14719,h tempo efetuo compras atraves desta loja nunca problemas sempre entrega antes data,1
14720,recebi produto bem embalado tima qualidade recomendo,1
14721,satisfeito fornecedor prazo entrega m quero efetuar troca produto n imaginava obrigado aten,1
14722,produto foto perfeito estado entregue antes prazo n nenhum problema,1
14723,excelente vendedor entrega r pida ...,1
14724,item entregue conforme previsto data combinada,1
14725,produto entregue dentro prazo previsto gostei recomendo,1
14726,comprei 2 produtos somente 1 chegou aguardando retorno lojas lannister sobre,1
14727,lannister prazer negociar voc s. obrigado,1
14728,veio apenas alguns rachadinhos hastes produto si bom f cil montagem recomendo,1
14729,senti falta manual sobre manuseio bobinha dois bicos esvaziar quanto produto fiquei satisfeita,1
14730,n posso classificar ainda pois n receb produto ... aguardando,0
14731,entrega super r pida produto perfeito,1
14732,recebi produto caixa toda violada produto veio avaria regulagem altura,0
14733,produto entregue prazo perfeito estado conforme anuncio recomendo vendedor,1
14734,correio n entregou produto resid ncia solicitar outra pessoa pegar produto ainda cima produto veio errado lament vel,0
14735,lumin ria linda comprei paguei 3 lumin rias s entregue apenas lumin ria,0
14736,produto veio correto perfeito dentro prazo,1
14737,pedi paguei dois produtos recebi email n entornar cartao6,0
14738,ol produto retornou cd vou receber reembolso,0
14739,aguardando entrega at agora nada j passou prazo .. consta est parado correio .. infelizmente ...,0
14740,n recebi produto at momento m informado todos detalhes motivo,1
14741,nao retorno nao recebi mercadoria 20 dias pedido aprovado,0
14742,sugest imagens n s parecidas produto original possivel tirar fotos produto forma visualiza clara pois produto comprei achei diferente,1
14743,s chegou capa transparente fum n chegou,0
14744,recebi produto errado danificado mal embalado parece ter sido aberto parece produto j usado quero produto certo alice n mero 49 funko pop vinil recebi 176,0
14745,adorei cuidado embalagem produto demonstrando carinho cliente,1
14746,apenas havia lido descri produto vinha vidro n veio ma lindo qualquer forma,1
14747,n usei produto ainda entrega bem antes prazo show relacionado tempo entrega,1
14748,entrega r pidissima produtos conforme an ncio ... recomendadissimo,1
14749,carregador bom carrega poucos minutos garante horas telefone carga completa basta pouco 1 hora,1
14750,"falta respeito consumidor tudo finalizado ,arrumam desculpa n entregar ... nunca .. site lannister n pode ter vinculo tipo vendedor",0
14751,produtos entregues r pido esperado espero toda compra assim,1
14752,otimo servi o. recomendo entrega rapida,1
14753,timo produto s pensei grosso gostei,1
14754,bom vendedor chegou dentro prazo tudo ok,1
14755,cartucho validade 2017 m funcionou normal,1
14756,pedi maquina estampa 8x1 veio s prensa camisas falto restantes itens favor quero trocar devolver produto,0
14757,produto bom acordo especifica es chegou dentro prazo,1
14758,ate hoje pedido n chegou entramos contato voc s n nenhuma posi passar,0
14759,timo entrega r pida eficiente gostei,1
14760,adorei mesinha acordo descri o. f cil montar super bonita,1
14761,prazo entrega ok qualidade produto ok faltou apenas ficha `` dealer '' consta caixa n chegou,1
14762,infelizmente n recebi produto falha informa es empresa entrega recebi aviso correio ap s produto ter voltado empresa n podendo retirar,0
14763,mercadoria n entregue mercadoria atraso xxxxxxxxxxxxx,0
14764,faltou cuidado caixa produto veio avariado nada preocupante assim defeito,1
14765,produto n entregue nenhuma explica dada,0
14766,bom produto apresenta caracter sticas descrito site entregue antes prazo,1
14767,ainda n testei produto estado produto est perfeita condi n h danos devido transporte,1
14768,ainda n recebi produto comprei j quase trinta dias,0
14769,previsto entregue 21 dias teis entregue apenas 2 dias,1
14770,compra realizada 6 caixas organizadoras marfim 6 caixas organizadoras malancia infelizmente s entregues 6 caixas organizadoras marfim quero produtos dinheiro volta,0
14771,entrega r pida produto qualidade recomendo todos,1
14772,excelente produto entrega r pida recomendo,1
14773,an ncio feito site cada kit cont m rolo fusor pressor pedi dois veio somente caixa nota fiscal marcada dois kits,0
14774,ponto positivo entrega muit ssimo r pido ponto negativo negocia mim principal comprei tapete bege mesclado veio bege pr ximo amarelo,1
14775,achei material fraco filho bem leve vai atender pessoa pesada n recomendaria.os furos montagem diferentes pouco dif cil montar,1
14776,n abrimos ainda pois presente natal,1
14777,excelente entrega antes data prevista conforme produto cat logo,1
14778,timo prazo entregue boa qualidade produto,1
14779,modo geral gostei agora vamos avaliar outras quest es come ar utilizar ...,1
14780,esperava material melhor .nao gostei .devolveria .esperava lustre qualidade nao indico,0
14781,opini melhorar h muita confus hora entrega demora pra chegar produto enquanto outros sites bem r pido,0
14782,nunca recebi produto entrei pedido reembolso ignorado,0
14783,t demorando pra valer s espero n levar preju zo,0
14784,"recebi dentro prazo carreador est carga lenta d somente 11,2v vez 13,8v conforme produto informa vou fazer testes",1
14785,produto excelente qualidade entrega r pida,1
14786,recebi antes prazo previsto ... produto lindo,1
14787,discri produto aparecia tamanho oficial recebi xadrez tamanho menor n aproximou tamanho real jogo xadrez oficial,1
14788,recebi produto antes prazo combinado .. produto esperava,1
14789,poderia cobrar apenas frete v rios pedidos tempo comprei apenas duas pulseiras paguei quase 30 reais frete dois,1
14790,loja extremamente cuidadosa desde embalagem produtos excelente qualidade bom superou expectativas,1
14791,produto entregue dentro prazo ... recomendo,1
14792,produto p ssima qualidade imagem descri n s fi is produto,0
14793,adorei pendentes s lindos bem acabados boa qualidade super recomendo,1
14794,detestei produto paceiro n consigo devolver fa,1
14795,dois fones vieram defeito lados n funciona,1
14796,gostei bastante chegou antes previsto sugest colocar vender separado todo colocar todo kit inclusive jogo len ol est foto mostra kit cobre leito,1
14797,apenas espelho veio riscado s deu perceber retirada pel cula,1
14798,produto n chegou j faz m s fiz pedido,0
14799,otima loja comprar todos produtos q internauta procura precos otimos promocoes exelentes gosto cliente lannister pedido q fiz momento nao vou querer,1
14800,nunca experi ncia compra t ruim quanto produto n entregue prazo ficou preso n sei onde aulas filho iniciou h semana comprar outra mochila,0
14801,lannister nunca deixa m nota 10 pra voces,1
14802,entrega lenta frete caro prazo alto j passaram 5 dias limite somando 25 dias espera ate agora nada,0
14803,cadeira esperava pequena n girat ria pe pra deixar alta ..,0
14804,site confi vel produto entregue rapidez qualidade,1
14805,entrega r pida .. produto bem embalado ..,1
14806,rastreio n atualiza ja passou prazo,1
14807,nao nenhuma reclama fazer ate data hoje so recebi mochila ainda falta saco dormir aguardo desde ja agrade,1
14808,foto sugere brinquedo maior pe verdade vem somente,1
14809,entrega perfeita bem antes prazo adorei,1
14810,produto chegou bem antes prazo tudo certinho vou instalar testar pra falar sobre produto,1
14811,produto n entregue ate data tamb m n ressarcido valor n gostei pois n produto n coloque venda,0
14812,origem produto china qualidade ruim hora compra n ficou claro tratava produto origem pirata cuja qualidade ruim,0
14813,chegou super rapido enviaram sedex est parab ns,1
14814,caixa veio amassada dificuldade paarmazenamento p s i uso,1
14815,recebi produto dentro prazo m tens comumente chama voltagem lampada n est acordo informada plug suporte suporte 250v lampada 127 v,0
14816,totalmente respons veis produto entregue informa dada cliente preocupa cliente recomendo,1
14817,n recebi pedido corretamente comprei 2kits bexigas 5 unidades cada kit s recebi kit,0
14818,entrega realizada antes pra si previsto satisfeito,1
14819,boa tarde receber produto caso rel gio pulseira j havaria seguida coloquei hor rio correto alguns minutos rel gio parou n voltou funcionar,0
14820,n sei ainda n recebi mercadoria ...,0
14821,ainda n abri loja n testei produto,1
14822,comprei cart cr dito dai produto n veio faturado compra cart agora espera reembolso pra n ter ki tomar outras medidas pois cade direitos c,0
14823,realizei compra 30/07 at agora n recebi produto,0
14824,t santfeita chegar 12 dias antes cafeteira ainda n chegou chega dia 6/8,1
14825,entrega muita r pida produto exatamente igual imagens,1
14826,entregaram bem antes previsto produto aparenta resistente so alguns dias uso confirmar fiquei satisfeita,1
14827,produto n entregue s notas fiscais esperando resposta,0
14828,mandei e-mail lannister ainda n respondeu deram prazo dois dias teis ir encerrar hoje,1
14829,chegou super r pido antes at prazo informado,1
14830,bom .. entrega chegou antes todo acompanhamento al m melhor pre,1
14831,produto vendido stark entregue outra empresa frete torna caro demorado soubesse comprado diretamente loja inclusive produto barato,1
14832,faltou picolitano cromo pedido caixa s veio whey protein,1
14833,realizei compra loja toca peixes m enviaram produto diferente insatisfeita lojas parceiras lannister espero breve c digo devolu produto,0
14834,paguei frete dia 28 at hj n chegou,1
14835,produto entregue fim semana irei montar,1
14836,loja possui produto n deseja enviar,0
14837,entrega r pida antes previsto nico problema enviadas pilhas tamanho incorreto deveriam 2 pilhas aa vieram 4 pilhas aaa geral satisfeito produto,1
14838,n usb 3.0 est an ncio,1
14839,chato ter ir correios buscar rea risco moro,1
14840,produtio chegou bem antes previsto garrafa chegou nenhum problema aparente agora farei teste uso saber garrafa boa,1
14841,entrega r pida m qualidade produto n boa,1
14842,produto chegou atrasado mal embalado faltando ilh s,0
14843,cesto lixo j recebi jogo pratos 6 unidades n recebi produtos comprados mesma loja puderem dar retorno obrigada ...,1
14844,produto veio faltando base auto fiz pedido telefone justamente confirmar base demonstrada foto acompanhava produto tbm constava descri item,0
14845,recebi produto diferente comprei n cabe celular menor n compat vel sa udio bot es laterais sai fone tudo diferente,0
14846,ainda n consegui usar pois manual veio ingl s,1
14847,entrega chegou antes prazo veio tudo certinho,1
14848,produto timo recebi bem antes prazo.muito satisfeita,1
14849,lannister adotou forma venda tornando mercado livre relacionamento produtos raramente chegam corretos sorte teclado monitor comprei nao,0
14850,p ssimo atendimento produto chegou n demorou pouco,0
14851,timo atendimento prazo entrega perfeito recomendo,1
14852,n recebi encomenda mesma conta entregue tentando contato vendedor at momento n retorno,0
14853,excelente atendimento sempre cumprem prazo entrega,1
